年份,地区,地区生产总值(万元),第一产业增加值(万元),第二产业增加值(万元),第三产业增加值(万元),第一产业增加值占GDP比重(%),第二产业增加值占GDP比重(%),第三产业增加值占GDP比重(%),人均地区生产总值(元),户籍人口(万人),非农业人口数(万人),年平均人口(万人),自然增长率(‰),第一产业从业人员数(万人),第二产业从业人员数(万人),第三产业从业人员数(万人),教育业从业人员数(万人),在岗职工平均人数(万人),在岗职工工资总额(万元),职工平均工资(元),地区生产总值增长率(%),规模以上工业企业数(个),规模以上工业总产值(当年价，万元),产品销售收入(万元),利润总额(万元),流动资产合计(万元),固定资产投资总额(万元),当年实际使用外资金额(万美元),地方财政一般预算内收入(万元),地方财政一般预算内支出(万元),科学支出(万元),教育支出(万元),年末金融机构各项贷款余额(万元),年末金融机构存款余额(万元),城乡居民储蓄年末余额(万元),普通高等学校在校学生数(人),专利授权数(件),发明专利授权数(件),货运总量(万吨),人口密度(人／平方公里)
1992,肇庆,1505106.0,528638.7609099218,459295.21603380004,309644.8021553458,40.565052706937614,35.30627171109613,24.599881553992045,3317.363636363637,568.75,96.79,540.26,12.0,138.9219839436231,54.56646091450519,63.33165498153022,4.09,33.0,136924.54291797365,5561.39,26.8,953.0,3608991.0,956709.0,94468.0,3781153.0,276910.0,4419.109048453125,62526.0,81494.0,3390.0,17900.0,2524704.0,3743693.0,1842100.0,3407.5,2332.0,188.0,913.0,771.0
1991,肇庆,1107000.0,506300.0,342700.0,258100.0,45.736,30.958,23.315,2508.181818181819,561.01,88.89,557.2,13.29,164.23,60.5,66.59,4.09,33.0,118248.0,5561.39,26.8,953.0,3608991.0,696052.0,94468.0,3781153.0,129800.0,4417.0,50329.0,73940.0,3390.0,17900.0,2524704.0,3743693.0,1842100.0,3249.0,2332.0,188.0,1549.0,762.0
1990,肇庆,923700.0,461600.0,248300.0,213800.0,49.973,26.881,23.146,1699.0,553.38,84.18,543.6,21.7,164.42,60.4,55.32,4.09,33.0,100941.0,5561.39,26.8,953.0,3608991.0,508512.0,94468.0,3781153.0,96913.0,3488.0,41618.0,56021.0,3390.0,17900.0,2524704.0,3743693.0,1842100.0,3833.0,2332.0,188.0,2153.0,749.0
2022,惠州,54010000.0,2776114.0,30196991.0,21036895.0,5.14,55.91,38.95,89157.0,416.0,186.2,385.0,11.67,0.09,63.634,36.889,7.512,105.0,10611506.0,99329.0,4.21,4365.0,76173423.0,22740192.0,3043979.0,58705757.0,20397056.0,93143.0,4417270.0,6930330.0,272887.0,1444418.0,90936854.0,77873910.0,26006998.0,37322.0,27613.0,2092.0,21765.0,627.0
2021,惠州,49770000.0,2329236.0,26532387.0,20918331.0,4.68,53.31,42.03,82113.0,406.0,186.2,385.0,11.67,0.09,63.634,36.889,7.512,103.0,10233728.0,99329.0,10.1,3873.0,76173423.0,22740192.0,4468674.0,51542337.0,20397056.0,93143.0,4553901.0,6633104.0,236203.0,1375662.0,80956996.0,72181656.0,26006998.0,37322.0,25624.0,2158.0,21765.0,627.0
2020,惠州,42210000.0,2190699.0,21341376.0,18677925.0,5.19,50.56,44.25,70191.0,397.93333333333334,186.2,385.0,11.67,0.09,63.634,36.889,7.512,98.0,8839237.0,89840.0,1.5,3055.0,76173423.0,22740192.0,3084302.0,41829223.0,20397056.0,93143.0,4122263.0,6373752.0,245604.0,1291035.0,68295973.0,68133595.0,26006998.0,37322.0,19058.0,1706.0,21765.0,627.0
2019,惠州,41770000.0,2055084.0,21691161.0,18027932.0,4.92,51.93,43.16,86043.0,390.0,186.2,385.0,11.67,0.09,63.634,36.889,7.512,98.0,8190033.0,83639.0,4.2,2764.0,76173423.0,22740192.0,2983983.0,36693324.0,20397056.0,93143.0,4008561.0,6149163.0,251859.0,1194088.0,55883102.0,61498065.0,26006998.0,37322.0,14577.0,1592.0,21765.0,627.0
2018,惠州,41030532.0,1760210.0,21614884.0,17655438.0,4.29,52.68,43.03,85418.0,381.0,186.2,375.0,13.91,0.084,64.31,30.735,5.394,93.0,7191835.0,77634.0,6.0,2376.0,76173423.0,22740192.0,3373981.0,36744179.0,20397056.0,634865.0,3930058.0,5442151.0,221734.0,1069211.0,46508367.0,58396518.0,23611950.0,37322.0,14705.0,1445.0,21765.0,627.0
2017,惠州,38305800.0,1735399.7132052965,20121741.466714885,15977844.529760025,4.639951763641846,53.24935320584927,42.07696656358716,80205.0,369.0,186.2,367.0,8.23,0.111,69.038,29.615,5.269,94.0,6683244.0,70890.0,7.1,2366.0,76173423.0,22740192.0,4995930.0,32949145.0,20397056.0,114354.0,3890838.0,5540130.0,258472.0,1068551.0,38186415.0,50760024.0,21530379.0,37322.0,11706.0,1469.0,21765.0,627.0
2016,惠州,34121671.0,1716320.0,18374520.0,14030831.0,5.03,53.85,41.12,71605.0,364.0,186.2,361.0,14.7,0.087,67.485,28.52,5.395,92.0,5990003.0,64766.0,8.2,2140.0,76173423.0,22740192.0,4837202.0,29218152.0,20397056.0,114252.0,3613044.0,5090750.0,218192.0,1019079.0,31551265.0,45447300.0,19452277.0,37322.0,11706.0,1469.0,21765.0,627.0
2015,惠州,31400306.0,1516635.0,17260748.0,12622923.0,4.83,54.97,40.2,66231.0,357.07,186.2,352.8,9.36,0.088,64.467,27.302,5.034,90.0,5246337.0,58607.0,9.0,1893.0,70447292.0,22740192.0,3731316.0,24951738.0,18639306.0,110499.0,3400183.0,4860668.0,197946.0,949383.0,24643503.0,36125234.0,17175953.0,34174.0,11706.0,1469.0,21765.0,627.0
2014,惠州,30003674.0,1410173.0,16970078.0,11623423.0,4.7,56.56,38.74,63657.0,348.5,186.2,345.9,8.8,0.092,65.333,26.42,4.858,87.0,4677529.0,53573.81,10.0,1815.0,69013471.0,22740192.0,3060016.0,24209000.0,16067089.0,196582.0,3007453.0,3729722.0,197644.0,850388.0,21768038.0,31495471.0,16401679.0,30183.0,11706.0,1469.0,21765.0,622.0
2013,惠州,26783541.0,1365961.0,15504992.0,9909910.0,5.1,57.89,37.0,78086.0,343.4,186.2,342.6,7.6,0.09,59.74,26.25,4.86,85.0,4000986.0,47125.87,13.13,1702.0,66052942.0,22740192.0,2799262.0,21466743.0,14013040.0,183417.0,2501721.0,3282913.0,55635.0,727857.0,18266246.0,29849362.0,15339566.0,27012.0,11706.0,1469.0,19314.0,614.0
2012,惠州,23675499.0,1245331.0,13772038.0,8658130.0,5.26,58.17,36.57,50873.0,341.9,186.2,342.5,7.6,0.1,65.22,23.66,4.59,86.0,3570487.0,41507.64,12.6,1430.0,54772792.0,22740192.0,2193171.0,19280519.0,12086803.0,172782.0,2008762.0,2740831.0,51031.0,626047.0,15010215.0,25075498.0,13514447.0,24300.0,11706.0,1469.0,17344.0,601.0
2011,惠州,20930808.0,1165846.0,12231964.0,7532998.0,5.57,58.44,35.99,45331.0,343.0,186.2,340.2,6.8,0.12,63.08,21.55,4.49,85.0,3054785.0,36023.41,14.6,1428.0,47650331.0,22740192.0,2201593.0,17643300.0,10252067.0,156803.0,1628309.0,2272099.0,52944.0,450302.0,12954779.0,23260486.0,11743416.0,22007.0,11706.0,1469.0,14477.0,593.0
2010,惠州,17299543.0,1024133.0,10196351.0,6080789.0,5.92,58.94,35.15,43397.0,337.28,186.2,330.8,6.94,0.11,60.5,19.78,4.09,78.0,2307432.0,29597.64,17.99,1853.0,39051731.0,22740192.0,1963182.0,11806189.0,8940191.0,143761.0,1312270.0,1854379.0,35738.0,323894.0,10976616.0,20411875.0,10317915.0,14305.0,11706.0,1469.0,11352.0,586.0
2009,惠州,14147026.0,902580.3,7889796.0,5354649.0,6.38,55.77,37.85,35819.0,324.36,186.2,321.6,6.33,0.12,58.39,19.03,4.1,75.0,1928867.0,25786.99,13.2,1870.0,30051367.0,22740192.0,1152592.0,12651624.0,7589682.0,139484.0,1015651.0,1347527.0,23766.0,258872.0,9249371.0,17347202.0,8674938.0,12038.0,11706.0,1469.0,8645.0,576.0
2008,惠州,12903608.0,907123.6,7595064.0,4402711.0,7.03,58.86,34.12,33077.0,318.84,186.2,316.2875,6.01,0.12,55.35,18.19,4.12,76.0,1723298.0,22728.81,11.5,1461.0,25750620.0,22740192.0,276265.0,12651624.0,5887368.0,135249.0,780657.0,1062985.0,16299.0,197635.0,6598938.0,13045897.0,7716558.0,9286.0,11706.0,1469.0,6662.0,568.0
2007,惠州,11049758.0,782322.9,6512727.0,3754708.0,7.08,58.94,33.98,28945.0,312.89,183.35,310.975,6.11,0.1,59.01,17.07,4.01,74.0,1458774.0,19644.14,17.4,1387.0,22179612.0,21751950.0,992276.0,12651624.0,4869094.0,122815.0,620602.0,860589.0,10308.0,156265.0,5632461.0,11338239.0,6476106.0,8079.0,11706.0,1469.0,5936.0,556.0
2006,惠州,9349604.0,780691.9,5454559.0,3114353.0,8.35,58.34,33.31,25043.0,306.41,170.86,305.6625,8.53,0.13,50.4,16.76,3.88,67.0,1168338.0,17463.95,16.6,1279.0,18339670.0,18070761.0,398960.0,12651624.0,3087813.0,104518.0,444473.0,660323.0,2566.0,112326.0,4407589.0,9467087.0,6072335.0,8423.0,11706.0,1469.0,5615.0,547.0
2005,惠州,8034283.0,751205.5,4584362.0,2698716.0,9.35,57.06,33.59,21896.0,297.58,166.53,300.35,5.28,0.12,49.0,16.09,3.92,62.0,995961.0,16017.39,15.8,1244.0,14286640.0,14237804.0,367143.0,12651624.0,3523708.0,104187.0,347218.0,524097.0,1766.0,99692.0,3724240.0,8239312.0,5222112.0,8106.0,11706.0,1469.0,4786.0,541.0
2004,惠州,6851423.0,829707.3,3909422.0,2111609.0,12.11,57.06,30.82,23642.0,293.22,114.27,295.0375,5.19,0.46,37.75,15.31,3.69,53.0,737530.0,13855.53,14.850000000000001,837.0,11197762.0,11319430.0,367143.0,12651624.0,2976139.0,63228.0,254208.0,459451.0,1700.0,85647.0,3478121.0,6651342.0,4472809.0,8046.0,11706.0,1469.0,4202.0,538.0
2003,惠州,5909772.0,730447.8,3479083.0,1700241.0,12.36,58.87,28.77,20758.0,286.36,111.85,289.725,5.4,0.83,35.2,14.88,3.56,49.0,644073.0,13266.18,13.9,808.0,10204438.0,10131299.0,367143.0,12651624.0,2284704.0,140703.0,241238.0,387786.0,1798.0,70696.0,3138211.0,5719088.0,3795484.0,6586.0,11706.0,1469.0,3506.0,535.0
2002,惠州,5252036.0,737911.1,3024122.0,1490003.0,14.05,57.58,28.37,18641.0,283.02,109.02,284.4125,4.74,1.01,31.78,15.06,3.56,46.0,522965.0,11317.14,11.1,765.0,8623884.0,8474109.0,367143.0,12651624.0,1047340.0,108208.0,197200.0,330100.0,1798.0,65278.4,3138211.0,5719088.0,3191000.0,5449.0,11706.0,1469.0,3984.0,532.0
2001,惠州,4803938.0,691767.1,2772833.0,1339338.0,14.4,57.72,27.88,17210.0,280.45,100.57,279.1,4.97,1.07,26.78,15.05,3.56,43.0,446319.0,10481.89,11.7,702.0,7081192.0,6877265.0,367143.0,12651624.0,844273.0,276427.0,189700.0,268500.0,1798.0,59860.8,3138211.0,5719088.0,2740800.0,5841.0,11706.0,1469.0,3850.0,530.0
2000,惠州,4403450.0,651710.6,2554001.0,1197738.0,14.8,58.0,27.2,15756.6,277.81,98.4,274.14000000000004,7.2,0.93,26.07,15.19,3.56,42.0,399339.0,9606.0,12.3,690.0,6578284.0,6439338.0,367143.0,12651624.0,774104.0,83319.0,133500.0,202100.0,1798.0,54443.2,3138211.0,5719088.0,2493100.0,4911.0,11706.0,1469.0,4278.0,528.0
1999,惠州,3923696.0,619944.0,2240430.0,1067245.0,15.8,57.1,27.2,14303.2,271.82,94.18,269.18,6.83,1.01,25.2,15.89,3.56,41.0,367557.0,8882.0,10.84,710.0,5472135.0,5190216.0,367143.0,12651624.0,665760.0,98383.0,107500.0,168200.0,1798.0,49025.6,3138211.0,5719088.0,2493100.0,4562.0,11706.0,1469.0,3282.0,522.0
1998,惠州,3619890.0,579182.4,2059717.0,980990.2,16.0,56.9,27.1,12849.8,270.0,92.81,264.22,4.94,68.64,51.07,63.51,3.56,42.0,329724.0,7836.0,11.4,710.0,5472135.0,4706445.0,367143.0,12651624.0,603754.0,97026.0,94300.0,149700.0,1798.0,43608.0,3138211.0,5719088.0,2493100.0,3629.0,11706.0,1469.0,1763.0,518.0
1997,惠州,3228699.0,558564.9,1806134.0,863677.0,17.3,55.94,26.75,11396.4,266.53,89.8,259.26,11.28,67.49,50.85,62.61,3.56,44.0,305664.0,6966.0,20.47,710.0,5472135.0,5037636.0,367143.0,12651624.0,588301.0,96855.0,76100.0,132400.0,1798.0,38190.399999999994,3138211.0,5719088.0,2493100.0,3827.0,11706.0,1469.0,2300.0,512.0
1996,惠州,2718412.0,464848.5,1459787.0,793776.3,17.1,53.7,29.2,9943.0,260.08,85.23,254.3,11.76,66.44,49.42,49.42,3.56,44.0,287574.0,6890.0,17.8,710.0,5472135.0,4020339.0,367143.0,12651624.0,405661.0,90990.0,70700.0,116400.0,1798.0,32772.799999999996,3138211.0,5719088.0,2493100.0,2804.0,11706.0,1469.0,2488.0,508.0
1995,惠州,2304263.0,403246.0,1154436.0,744276.9,17.5,50.1,32.3,8489.599999999999,255.9,80.61,249.34,11.46,64.47,48.74,59.46,3.56,44.0,275711.0,6716.0,25.4,710.0,5472135.0,3136139.0,367143.0,12651624.0,327208.0,79802.0,76900.0,118300.0,1798.0,27355.199999999997,3138211.0,5719088.0,2493100.0,2419.0,11706.0,1469.0,2610.0,507.0
1994,惠州,1800707.0,342235.0,846577.0,611895.0,19.006,47.014,33.981,7036.199999999999,251.16,75.35,244.38,12.1,61.11,44.26,52.13,3.56,44.0,230993.0,6261.67,25.4,710.0,5472135.0,2089811.0,367143.0,12651624.0,409812.0,78877.0,74400.0,112200.0,1798.0,21937.6,3138211.0,5719088.0,2493100.0,2036.0,11706.0,1469.0,2742.0,501.0
1993,惠州,1329652.0,285081.5780995768,581975.9316947211,476317.60662262666,22.180643242637984,43.64261100011179,34.00336903952379,5582.799999999999,245.72,71.25,239.42000000000002,12.0,61.89559517822254,38.71352232207777,48.43283725618596,3.56,44.0,183433.31451476377,6261.67,25.4,710.0,5472135.0,1537170.3333333335,367143.0,12651624.0,471572.0,61446.95906217928,93622.0,108904.0,1798.0,16520.0,3138211.0,5719088.0,2493100.0,3042.0,11706.0,1469.0,2619.0,498.0
1992,惠州,841348.0,234468.5639858498,382217.48579125875,339549.6102328322,26.208343255764145,39.92096988393663,33.421568369729464,4129.4,239.33,65.36,234.46,11.9,62.803596064905854,32.96135210229861,45.096448305798646,3.56,44.0,135126.77908301834,6261.67,25.4,710.0,5472135.0,984529.6666666667,367143.0,12651624.0,235124.0,34832.70464733588,57606.0,77309.0,1798.0,11333.0,3138211.0,5719088.0,2493100.0,2813.5,11706.0,1469.0,2356.0,412.0
1991,惠州,614300.0,189100.0,220300.0,204900.0,30.783,35.862,33.355,2676.0,232.86,61.31,229.5,12.59,63.67,27.63,40.65,3.56,44.0,88471.0,6261.67,25.4,710.0,5472135.0,431889.0,367143.0,12651624.0,151257.0,15207.0,39449.0,53729.0,1798.0,11333.0,3138211.0,5719088.0,2493100.0,2585.0,11706.0,1469.0,2378.0,401.0
1990,惠州,487900.0,175400.0,144400.0,168100.0,35.95,29.596,34.454,2180.0,226.16,53.39,223.8,12.7,64.46,23.64,33.65,3.56,44.0,63016.0,6261.67,25.4,710.0,5472135.0,254549.0,367143.0,12651624.0,112843.0,15662.0,28098.0,43934.0,1798.0,11333.0,3138211.0,5719088.0,2493100.0,2226.0,11706.0,1469.0,2130.0,394.0
2022,东莞,112000000.0,369600.0,65139200.0,46502400.0,0.33,58.16,41.52,106803.0,292.0,76.8,241.0,11.84,0.11,210.709,76.508,9.937,276.0,25911791.0,88965.0,0.62,13844.0,147000000.0,60620102.0,9256655.0,169000000.0,15574580.0,129092.0,7661306.0,8616007.0,328977.0,2151859.0,157000000.0,225000000.0,63169006.0,112603.0,95581.0,10700.0,15375.0,542.0
2021,东莞,109000000.0,347360.0,63186955.0,45004830.0,0.32,58.21,41.46,103284.0,279.0,76.8,241.0,11.84,0.11,210.709,76.508,9.937,284.0,25254340.0,88965.0,8.19,12778.0,147000000.0,60620102.0,12090057.0,149000000.0,15574580.0,129092.0,7695691.0,8825324.0,328289.0,2136897.0,141000000.0,192000000.0,63169006.0,112603.0,94573.0,11690.0,15375.0,542.0
2020,东莞,96500000.0,299150.0,51926650.0,44274200.0,0.31,53.81,45.88,92176.0,265.625,76.8,241.0,11.84,0.11,210.709,76.508,9.937,277.0,22086422.0,79601.0,1.1,11525.0,147000000.0,60620102.0,7969135.0,127000000.0,15574580.0,129092.0,6947509.0,8403253.0,341923.0,2028916.0,120000000.0,174000000.0,63169006.0,112603.0,74303.0,8718.0,15375.0,542.0
2019,东莞,94820000.0,284460.0,53611228.0,40924312.0,0.3,56.54,43.16,112507.0,251.0,76.8,241.0,11.84,0.11,210.709,76.508,9.937,289.0,21402401.0,74017.0,7.42,10658.0,147000000.0,60620102.0,7732712.0,118000000.0,15574580.0,129092.0,6732663.0,8630134.0,253628.0,1853932.0,95997294.0,154000000.0,63169006.0,112603.0,60419.0,8005.0,15375.0,542.0
2018,东莞,82785920.0,248357.8,40275350.0,42262212.0,0.3,48.65,51.05,98939.0,232.0,76.8,221.0,13.28,0.032,193.822,48.562,4.519,245.0,17152468.0,69937.0,7.42,7704.0,147000000.0,60620102.0,6119749.0,103000000.0,15574580.0,127247.0,6499110.0,7654053.0,393445.0,1554296.0,79996011.0,134000000.0,56013557.0,112603.0,65985.0,6716.0,15375.0,542.0
2017,东莞,75820900.0,243100.44933149163,35380777.63676827,39283653.76654062,0.325,47.134391627019276,52.524282505891904,91329.0,211.0,76.8,206.0,17.46,0.031,196.531,45.837,4.193,241.0,14844731.0,61619.0,7.76,7669.0,147000000.0,60620102.0,7220424.0,89956725.0,15574580.0,171893.0,5920682.0,6676462.0,339579.0,1475796.0,68554427.0,118000000.0,51034188.0,112603.0,45204.0,4969.0,15375.0,542.0
2016,东莞,68276868.0,238969.0,31735088.0,36302811.0,0.35,46.48,53.17,82682.0,201.0,76.8,198.0,8.53,0.028,189.766,41.445,3.785,228.0,13160504.0,57649.0,8.1,5869.0,147000000.0,60620102.0,5027329.0,74454397.0,15574580.0,392617.0,5447543.0,5992899.0,279373.0,1429470.0,64024779.0,112000000.0,48829068.0,112603.0,45204.0,4969.0,15375.0,542.0
2015,东莞,62750737.0,213352.5,29223018.0,33320641.0,0.34,46.57,53.1,75616.0,195.01,76.8,193.2,6.48,0.027,191.87,40.378,3.57,231.0,12308012.0,53221.0,8.0,5688.0,127000000.0,60620102.0,4075012.0,61892638.0,14465180.0,531982.0,5179682.0,5812410.0,308338.0,1309337.0,59808985.0,99687961.0,46306942.0,114626.0,45204.0,4969.0,15375.0,542.0
2014,东莞,58813173.0,205846.1,27942138.0,30665188.0,0.35,47.51,52.14,70605.0,191.4,76.8,190.2,5.9,0.011,199.18,39.555,3.605,238.0,11319163.0,47599.51,7.77,5377.0,121000000.0,60620102.0,3659798.0,56997425.0,14271099.0,452919.0,4552119.0,4576816.0,141031.0,1189383.0,55623579.0,93232801.0,46482691.0,69866.0,45204.0,4969.0,15375.0,539.0
2013,东莞,54900207.0,203130.8,25188215.0,29508861.0,0.37,45.88,53.75,290477.0,188.9,76.8,188.0,6.9,0.07,204.02,40.83,3.59,245.0,10499782.0,42870.25,9.58,5361.0,110000000.0,60620102.0,3137479.0,53155504.0,13839352.0,393775.0,4092897.0,4446589.0,170307.0,1135943.0,47742282.0,86307325.0,44764310.0,60877.0,45204.0,4969.0,12863.0,557.0
2012,东莞,50101727.0,185376.4,23758239.0,26158112.0,0.37,47.42,52.21,58804.0,187.0,76.8,185.9,8.0,0.09,8.6,16.6,2.74,24.0,1434133.0,59408.99,6.1,4526.0,94925533.0,60620102.0,2916748.0,45900348.0,11803493.0,336938.0,3563245.0,3855844.0,185411.0,927975.0,41956074.0,74304570.0,42042032.0,52381.0,45204.0,4969.0,11191.0,528.0
2011,东莞,47353949.0,179945.0,23662768.0,23511236.0,0.38,49.97,49.65,57470.0,184.8,76.8,183.3,6.0,0.1,8.23,16.54,2.63,25.0,1229001.0,49898.54,8.0,4243.0,84696933.0,60620102.0,3165403.0,41732138.0,10797662.0,305052.0,3130639.0,3519171.0,181369.0,832341.0,37160847.0,66093904.0,37109919.0,45081.0,45204.0,4969.0,10165.0,523.0
2010,东莞,42464527.0,165611.7,21610198.0,20688718.0,0.39,50.89,48.72,66351.0,181.77,76.8,180.2,6.13,0.07,8.82,14.31,2.61,22.0,1029873.0,46579.51,10.3,5899.0,77390869.0,60620102.0,3523632.0,37888251.0,11149822.0,273171.0,2778422.0,2893306.0,79830.0,653090.0,33298244.0,59433885.0,33868535.0,38293.0,45204.0,4969.0,9312.0,564.0
2009,东莞,37639142.0,146792.7,18232400.0,19259949.0,0.39,48.44,51.17,56601.0,178.73,76.8,176.8,5.16,0.07,9.35,13.26,2.56,22.0,944243.0,42591.02,5.3,5839.0,59351547.0,60620102.0,1555526.0,31335701.0,10940753.0,259400.0,2311561.0,2259371.0,116821.0,129678.0,29038000.0,49866100.0,29045700.0,33992.0,45204.0,4969.0,8733.0,561.0
2008,东莞,37025344.0,122183.6,19541977.0,17361184.0,0.33,52.78,46.89,53285.0,174.87,76.8,173.85000000000002,6.08,0.06,7.84,13.34,2.55,20.0,809893.0,39506.98,14.0,4987.0,63722777.0,60620102.0,1234528.0,31335701.0,9443426.0,322570.0,2092248.0,2158269.0,93395.0,365387.0,23803585.0,43545340.0,26380433.0,28656.0,45204.0,4969.0,5971.0,555.0
2007,东莞,31519126.0,119772.7,17909167.0,13490186.0,0.38,56.82,42.8,46027.0,171.26,73.67,170.9,5.88,0.05,8.26,13.16,2.48,20.0,707007.0,35279.79,18.2,4987.0,58515054.0,57913046.0,1891786.0,31335701.0,8412074.0,211759.0,1864468.0,1930968.0,91232.0,412347.0,21547660.0,37518345.0,21207413.0,25178.0,45204.0,4969.0,5676.0,546.0
2006,东莞,26265085.0,118192.9,15273147.0,10873745.0,0.45,58.15,41.4,39468.0,168.31,70.42,167.95,5.77,0.06,8.52,12.22,2.39,20.0,608670.0,31134.02,19.2,4580.0,48397003.0,47954112.0,1600791.0,31335701.0,7054511.0,180789.0,1289445.0,1478955.0,3874.0,244113.0,17305554.0,33656508.0,20133979.0,22005.0,45204.0,4969.0,5481.0,537.0
2005,东莞,21816245.0,196346.2,12363266.0,9256633.0,0.9,56.67,42.43,33263.0,165.61,459.45,165.0,1.49,0.06,8.17,11.56,2.33,18.0,518000.0,28777.78,19.4,4505.0,39420346.0,39121487.0,1243516.0,31335701.0,5972433.0,122490.0,1039680.0,1170427.0,3956.0,171055.0,15005217.0,29334026.0,17282760.0,16645.0,45204.0,4969.0,6400.0,531.0
2004,东莞,11552982.0,277271.6,6406129.0,4869582.0,2.4,55.45,42.15,71997.0,161.97,61.48,162.05,5.92,0.06,7.89,10.4,2.23,17.0,432893.0,25330.19,19.6,2049.0,25832222.0,27331880.0,1243516.0,31335701.0,4338961.0,213875.0,826389.0,941554.0,6421.0,139337.0,14052461.0,24628693.0,14316777.0,9104.0,45204.0,4969.0,7858.0,529.0
2003,东莞,9479654.0,280597.8,5122805.0,4076251.0,2.96,54.04,43.0,60158.0,158.96,56.87,159.1,5.62,0.06,7.39,9.96,2.12,16.0,362935.0,22598.69,19.5,2042.0,21449306.0,22598003.0,1243516.0,31335701.0,3193889.0,175400.0,674461.0,765190.0,1280.0,163390.0,12067237.0,21267775.0,12310616.0,6884.0,45204.0,4969.0,5877.0,523.0
2002,东莞,6728910.0,303473.8,3696863.0,2728573.0,4.51,54.94,40.55,43401.0,156.19,56.27,156.14999999999998,5.86,0.05,7.9,9.44,2.12,16.0,291778.0,17802.2,18.5,1805.0,13526912.0,14657200.0,1243516.0,31335701.0,1915741.0,145868.0,552900.0,649600.0,1280.0,147273.7,12067237.0,21267775.0,10017000.0,5144.0,45204.0,4969.0,5857.0,484.0
2001,东莞,5789340.0,315519.0,3152875.0,2320946.0,5.45,54.46,40.09,37777.0,153.89,40.37,153.2,6.98,0.04,7.68,9.27,2.12,17.0,261645.0,15409.01,18.2,1680.0,10396813.0,11312944.0,1243516.0,31335701.0,1254945.0,114721.0,450200.0,478600.0,1280.0,131157.4,12067237.0,21267775.0,7991800.0,3802.0,45204.0,4969.0,5527.0,481.0
2000,东莞,4897332.0,308531.9,2688635.0,1900165.0,6.3,54.9,38.8,34563.1,152.61,39.61,151.16,7.47,0.05,7.68,9.07,2.12,17.0,229404.0,13720.0,17.9,1663.0,9146437.0,9889058.0,1243516.0,31335701.0,1028924.0,108737.0,302200.0,336100.0,1280.0,115041.1,12067237.0,21267775.0,6720700.0,3241.0,45204.0,4969.0,5431.0,478.0
1999,东莞,4128370.0,305499.4,2245833.0,1577037.0,7.4,54.4,38.2,31349.2,150.82,38.73,149.12,10.16,20.83,40.84,30.6,2.12,16.0,204551.0,12480.0,11.17,1545.0,7591703.0,7951182.0,1243516.0,31335701.0,883201.0,145732.0,182600.0,212600.0,1280.0,98924.8,12067237.0,21267775.0,6720700.0,2241.0,45204.0,4969.0,5016.0,475.0
1998,东莞,3503199.841882039,302723.83843505365,1867602.297343681,1329070.0072495292,8.745508954678364,53.586136738719155,37.589209579704665,28135.3,148.77,37.84,147.07999999999998,4.4,20.62,39.22,27.9,2.12,16.0,187636.0,11420.0,14.475000000000001,1545.0,7591703.0,6399088.0,1243516.0,31335701.0,769953.0,93033.0,151000.0,191500.0,1280.0,82808.5,12067237.0,21267775.0,6720700.0,2133.0,45204.0,4969.0,4776.0,472.0
1997,东莞,2947037.0,300008.4,1558688.0,1088341.0,10.18,52.89,36.93,24921.4,147.12,36.97,145.04,11.27,20.85,39.51,27.16,2.12,16.0,175157.0,10693.0,17.78,1545.0,7591703.0,3473991.0,1243516.0,31335701.0,659841.0,87960.0,109300.0,143700.0,1280.0,66692.20000000001,12067237.0,21267775.0,6720700.0,2025.0,45204.0,4969.0,4644.0,468.0
1996,东莞,2451106.0,289230.5,1308891.0,855436.0,11.8,53.4,34.9,21707.5,145.25,36.14,143.0,11.98,20.71,40.37,26.68,2.12,16.0,178968.0,10381.0,16.0,1545.0,7591703.0,2838381.0,1243516.0,31335701.0,410192.0,68931.0,96500.0,124100.0,1280.0,50575.90000000001,12067237.0,21267775.0,6720700.0,1771.0,45204.0,4969.0,4451.0,465.0
1995,东莞,2056273.0,246752.8,1120669.0,688851.5,12.0,54.5,33.5,18493.6,143.65,35.38,140.96,13.02,20.25,40.77,25.82,2.12,16.0,171543.0,9681.0,25.3,1545.0,7591703.0,2758412.0,1243516.0,31335701.0,384290.0,67247.0,115600.0,132200.0,1280.0,34459.600000000006,12067237.0,21267775.0,6720700.0,1628.0,45204.0,4969.0,4266.0,462.0
1994,东莞,1545383.0,199519.0,821302.0,524562.0,12.911,53.146,33.944,15279.7,141.4,34.55,138.92000000000002,17.8,20.12,37.99,25.38,2.12,16.0,131160.0,8359.46,25.3,1545.0,7591703.0,2104349.0,1243516.0,31335701.0,240431.0,77874.0,76900.0,96200.0,1280.0,18343.300000000017,12067237.0,21267775.0,6720700.0,1451.0,45204.0,4969.0,3646.0,967.0
1993,东莞,1149478.0,170824.72164598238,630480.470434623,390303.1988692262,15.02844848200484,51.96908589832712,32.85910889162537,12065.8,138.92,33.74,136.88,13.2,21.595323704538142,36.063698180020424,23.505061362929013,2.12,16.0,101280.19191075825,8359.46,25.3,1545.0,7591703.0,1611330.6666666667,1243516.0,31335701.0,216789.0,62452.264926014504,93828.0,72910.0,1280.0,2227.0,12067237.0,21267775.0,6720700.0,1079.0,45204.0,4969.0,3256.0,962.0
